,GeneStableID,GeneName,GeneDescription,baseMean,log2FC,padj,neglogpadj
5533,ENSGALG00000014908,FST,follistatin [Source:NCBI gene;Acc:396119],7650.74775884849,-1.90781803306099,7.47805439666632e-07,6.126211380036828
5819,ENSGALG00000026081,RBM38,RNA binding motif protein 38 [Source:NCBI gene;Acc:768866],1256.89272581043,-1.28906439392801,4.14735816108994e-06,5.3822284578435164
6074,ENSGALG00000001172,KBP,kainate binding protein [Source:NCBI gene;Acc:396300],523.463547387528,-1.40630035593871,5.77814136131022e-06,5.2382118374163635
6154,ENSGALG00000006763,EXOC6,exocyst complex component 6 [Source:NCBI gene;Acc:423807],2035.52732629818,-1.04256381013635,7.51089727535334e-06,5.124308177715209
6175,ENSGALG00000010342,OTOGL,otogelin-like [Source:NCBI gene;Acc:772154],419.249872607715,2.95998191819016,1.58041937776705e-05,4.801227654005962
6215,ENSGALG00000036255,WNT7B,Wnt family member 7B [Source:NCBI gene;Acc:427937],51.4949730023738,3.23248884634781,1.58041937776705e-05,4.801227654005962
6407,ENSGALG00000016293,BMP5,bone morphogenetic protein 5 [Source:NCBI gene;Acc:396053],2420.87532006646,-1.28080414215591,1.58041937776705e-05,4.801227654005962
6951,ENSGALG00000010436,DMBX1,diencephalon/mesencephalon homeobox 1 [Source:NCBI gene;Acc:395271],190.724204931342,-2.22680371691269,1.58041937776705e-05,4.801227654005962
7172,ENSGALG00000004657,FBXO2,F-box protein 2 [Source:NCBI gene;Acc:419495],542.302353758649,-1.59607463267731,2.64351479703135e-05,4.577818254295723
7318,ENSGALG00000013225,VAT1L,vesicle amine transport 1 like [Source:NCBI gene;Acc:430410],445.076598061068,-1.60914134226806,2.76620452120087e-05,4.558115713183572
7450,ENSGALG00000029378,ITGA9,integrin subunit alpha 9 [Source:NCBI gene;Acc:420757],969.292214258431,1.31598498230565,5.7281015782721e-05,4.241989289147844
7513,ENSGALG00000001141,HES5,hes family bHLH transcription factor 5 [Source:NCBI gene;Acc:419392],158.339910596387,2.04870873563605,8.04821222696099e-05,4.0943005800288494
8542,ENSGALG00000000678,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:NCBI gene;Acc:395465],1071.21668025142,-1.46327860996426,8.04821222696099e-05,4.0943005800288494
8582,ENSGALG00000007078,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1 [Source:NCBI gene;Acc:423826],797.220194991218,-2.01453539074454,9.63403677847732e-05,4.016191700074806
8597,ENSGALG00000040730,RXRG,retinoid X receptor gamma [Source:NCBI gene;Acc:396231],425.099005834289,1.7507100319075,9.63403677847732e-05,4.016191700074806
8949,ENSGALG00000006662,BPIFB3,BPI fold containing family B member 3 [Source:NCBI gene;Acc:419289],532.493966189031,-1.53575611368454,9.63403677847732e-05,4.016191700074806
8951,ENSGALG00000026091,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4 [Source:NCBI gene;Acc:373924],372.869625551636,-1.69562746345652,9.63403677847732e-05,4.016191700074806
9281,ENSGALG00000012732,PHACTR1,phosphatase and actin regulator 1 [Source:NCBI gene;Acc:395093],146.522954437383,1.77928486221495,9.81469928033943e-05,4.008123002522452
9568,ENSGALG00000034950,SMPD3,sphingomyelin phosphodiesterase 3 [Source:NCBI gene;Acc:415619],790.290428614352,1.60459287851706,0.0001253567458627,3.9018522902489106
11296,ENSGALG00000016912,EDNRB,endothelin receptor type B [Source:NCBI gene;Acc:408082],584.847518251482,1.56362810696966,0.0001444891506018,3.840164761977792
11356,ENSGALG00000040114,PTPRZ1,"protein tyrosine phosphatase, receptor type Z1 [Source:NCBI gene;Acc:396403]",689.249114010316,1.64915140177656,0.0001615366345093,3.791728969549686
11681,ENSGALG00000043690,ECRG4,"chromosome 1 open reading frame, human C2orf40 [Source:NCBI gene;Acc:771055]",286.941377069834,2.21511884037819,0.0001615366345093,3.791728969549686
11741,ENSGALG00000034567,POU4F3,POU class 4 homeobox 3 [Source:NCBI gene;Acc:395521],31.0873350147754,-4.20952724033287,0.0001615366345093,3.791728969549686
11829,ENSGALG00000037220,ASTL,astacin like metalloendopeptidase [Source:NCBI gene;Acc:423176],21997.0622236789,-1.21687196045902,0.0001685315846624,3.7733186956285434
12104,ENSGALG00000036258,PCDH8,protocadherin 8 [Source:NCBI gene;Acc:428065],335.147788084195,-1.23507661561897,0.0001822963955867,3.739221918247284
12185,ENSGALG00000030712,COL2A1,collagen type II alpha 1 chain [Source:NCBI gene;Acc:395069],1189.4217246595,1.41079467768063,0.0001831414769649,3.7372132877187485
12926,ENSGALG00000004590,CLCN6,chloride voltage-gated channel 6 [Source:NCBI gene;Acc:419488],773.703306391416,-1.37285231731032,0.0001835156406078,3.736326915934001
13006,ENSGALG00000036471,RFTN2,raftlin family member 2 [Source:NCBI gene;Acc:424062],3449.43563783511,1.6794142584695,0.0002061638226583,3.6857875417601464
13010,ENSGALG00000013072,AKR1B10,aldo-keto reductase family 1 member B10 [Source:NCBI gene;Acc:395338],359.956300920945,-1.06175479004507,0.0002180650471558,3.661413940307853
13100,ENSGALG00000023886,ZNF804A,zinc finger protein 804A [Source:NCBI gene;Acc:423994],97.0486778600093,1.77401766566588,0.0002180650471558,3.661413940307853
13268,ENSGALG00000008761,SPAM1,sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217],103.46143197559,-1.91349877686617,0.0002239778080566,3.6497950098623053
13292,ENSGALG00000037050,FABP3,fatty acid binding protein 3 [Source:NCBI gene;Acc:419557],3154.34076017706,1.31549402134471,0.0002248871224025,3.6480354126375403
13448,ENSGALG00000007240,TRAIL-LIKE,TNF-related apoptosis inducing ligand-like [Source:NCBI gene;Acc:395283],43.4300652361119,-2.27192041739133,0.0002367330878026,3.6257410371878787
13480,ENSGALG00000010035,NR3C2,nuclear receptor subfamily 3 group C member 2 [Source:NCBI gene;Acc:374131],1252.54822315598,1.24148944278821,0.0002803873167368,3.5522416354835573
13813,ENSGALG00000013948,RASL11B,RAS like family 11 member B [Source:NCBI gene;Acc:422756],1460.5085067432,1.65601562932008,0.0002900311908107,3.5375552942784276
13855,ENSGALG00000050840,APCDD1,APC down-regulated 1 [Source:NCBI gene;Acc:426765],418.195275436738,1.14430371300654,0.0003201161441361,3.4946924229117164
13955,ENSGALG00000003670,MAFB,MAF bZIP transcription factor B [Source:NCBI gene;Acc:419173],332.699293618757,1.77946578790994,0.0003313499178775,3.47971313270938
14369,ENSGALG00000003193,CRABP-I,cellular retinoic acid binding protein 1 [Source:NCBI gene;Acc:374211],728.591399816255,1.47722947229368,0.0003315322753146,3.479474185784941
14513,ENSGALG00000012593,SLC28A3,solute carrier family 28 member 3 [Source:NCBI gene;Acc:427459],135.16155071112,-1.57344047473725,0.0003715396838797,3.4299947927525585
14611,ENSGALG00000008629,MRC1,mannose receptor C-type 1 [Source:NCBI gene;Acc:420516],224.989201628701,-2.12446403315211,0.0003909258463211,3.4079056149513502
14641,ENSGALG00000005120,FBLN2,fibulin 2 [Source:NCBI gene;Acc:427583],3812.11723025419,-1.02518713165832,0.0003909258463211,3.4079056149513502
14721,ENSGALG00000013406,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase [Source:NCBI gene;Acc:426961],1268.95938702513,1.20242002330652,0.0003909258463211,3.4079056149513502
14736,ENSGALG00000000866,SELENBP1,selenium binding protein 1 [Source:NCBI gene;Acc:425664],174.12191312085,-2.0812145421881,0.0003909258463211,3.4079056149513502
14738,ENSGALG00000034196,WNT2B,Wnt family member 2B [Source:NCBI gene;Acc:374243],56.4257961817778,2.82864227534167,0.0004312747450331,3.3652459729087636
15044,ENSGALG00000040532,ZIC1,Zic family member 1 [Source:NCBI gene;Acc:374103],491.391063869999,-1.48262597363766,0.0006060144707108,3.217517005413225
15367,ENSGALG00000049667,TAFA1,"family with sequence similarity 19 member A1, C-C motif chemokine like [Source:NCBI gene;Acc:416089]",550.830374897525,-1.37812512587945,0.0006722222230474,3.1724871342537435
15616,ENSGALG00000006503,VDAC1,voltage dependent anion channel 1 [Source:NCBI gene;Acc:416320],259.475433734873,1.44888657008109,0.0007729665138748,3.111839319994223
16144,ENSGALG00000005843,EEF1A2,eukaryotic translation elongation factor 1 alpha 2 [Source:NCBI gene;Acc:419244],189.03273522133,-1.33640668618684,0.0008404924113296,3.0754662033816285
16336,ENSGALG00000011855,RHOJ,ras homolog family member J [Source:NCBI gene;Acc:423513],349.3094680116,1.68660000811893,0.0012022044718465,2.9200216609168557
16908,ENSGALG00000008554,IL17REL,interleukin 17 receptor E like [Source:NCBI gene;Acc:769256],119.226499356928,2.82939738657377,0.0012543695484733,2.901574497620843
16934,ENSGALG00000017302,SLCO2B1,solute carrier organic anion transporter family member 2B1 [Source:NCBI gene;Acc:419051],23.9880649449081,-4.18847793283035,0.0015728445445796,2.8033141996701447
17011,ENSGALG00000002325,IGFALS,insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468],15.9987769644698,-7.37704769117529,0.0015728445445796,2.8033141996701447
17021,ENSGALG00000010645,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:NCBI gene;Acc:422551],209.560762794307,-1.66640653036181,0.001683703384032,2.7737344152261527
17069,ENSGALG00000005400,CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:NCBI gene;Acc:415996],142.602861344408,2.44516168330078,0.001683703384032,2.7737344152261527
17095,ENSGALG00000014725,PLK2,polo like kinase 2 [Source:NCBI gene;Acc:427150],2370.56972616501,1.46634871035508,0.0017820432111245,2.7490817693645755
18023,ENSGALG00000003578,FN1,fibronectin 1 [Source:NCBI gene;Acc:396133],6880.55082662588,-1.41309529960766,0.0017820432111245,2.7490817693645755
19609,ENSGALG00000012623,CFC1,"cripto, FRL-1, cryptic family 1 [Source:NCBI gene;Acc:395437]",3361.08049476836,1.29630911489205,0.0018542713469709,2.7318267125489832
19737,ENSGALG00000016721,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1 [Source:NCBI gene;Acc:418673],112.877197658193,-1.46359760635004,0.001968167629112,2.705937915407701
19743,ENSGALG00000029892,LMO2,LIM domain only 2 [Source:NCBI gene;Acc:374129],884.342196527071,-2.41440287342971,0.001968167629112,2.705937915407701
19876,ENSGALG00000013640,MBP,myelin basic protein [Source:NCBI gene;Acc:396217],184.283719481128,1.24355341790852,0.0020716041412428,2.683693229476359
20021,ENSGALG00000015022,FYN,"FYN proto-oncogene, Src family tyrosine kinase [Source:NCBI gene;Acc:396294]",2992.37990820526,0.871818980649346,0.0020763545938646,2.6826984769274898
22198,ENSGALG00000037496,USP46,ubiquitin specific peptidase 46 [Source:NCBI gene;Acc:422758],1204.2342700457,0.932340046640752,0.0020763545938646,2.6826984769274898
22301,ENSGALG00000046223,GPR21,G protein-coupled receptor 21 [Source:NCBI gene;Acc:772385],76.385500108895,-1.85723305286625,0.0020929027827828,2.6792509445622024
22349,ENSGALG00000009758,SLC7A11,solute carrier family 7 member 11 [Source:NCBI gene;Acc:428731],71.3589124179794,-1.79241481274398,0.0024157776623904,2.6169430387762005
23374,ENSGALG00000002223,LHX9,LIM homeobox 9 [Source:NCBI gene;Acc:396397],164.560409466116,1.49115313073241,0.0024157776623904,2.6169430387762005
23553,ENSGALG00000006819,AGBL1,ATP/GTP binding protein like 1 [Source:NCBI gene;Acc:427507],602.107237366715,-1.39506363253498,0.0024157776623904,2.6169430387762005
23565,ENSGALG00000003743,VPS37B,"VPS37B, ESCRT-I subunit [Source:NCBI gene;Acc:416835]",677.521070492505,0.978910677696891,0.0024157776623904,2.6169430387762005
23835,ENSGALG00000035580,MPP2,membrane palmitoylated protein 2 [Source:NCBI gene;Acc:420006],142.500843259241,-1.25730836841207,0.0024157776623904,2.6169430387762005
23943,ENSGALG00000034722,TLR2A,toll-like receptor 2 family member A [Source:NCBI gene;Acc:374141],374.634415525529,-1.3663264661285,0.0024317283447257,2.614084942958601
24143,ENSGALG00000015253,COL8A1,collagen type VIII alpha 1 chain [Source:NCBI gene;Acc:418378],20.7813097162229,3.51911331943526,0.0024407602089173,2.6124748854986013
24336,ENSGALG00000012179,SOCS4,suppressor of cytokine signaling 4 [Source:NCBI gene;Acc:423557],445.043275777771,1.18802214452146,0.0025871438824729,2.58717941758172
24408,ENSGALG00000000653,CNTN2,contactin 2 [Source:NCBI gene;Acc:419825],1362.64114017874,-1.60511843455734,0.0027174432869683,2.5658395108713763
25164,ENSGALG00000035191,PRLHR2,prolactin releasing peptide receptor-like [Source:NCBI gene;Acc:428834],149.161742368548,-2.08027366676979,0.0029694090440676,2.5273299730522294
25192,ENSGALG00000014324,SLC2A14,solute carrier family 2 member 14 [Source:NCBI gene;Acc:396517],6549.20869294161,-0.875505557921897,0.0030250806787112,2.519263038250573
25388,ENSGALG00000039673,GALNS,galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122],693.418197029934,-1.07329489150176,0.0030250806787112,2.519263038250573
25462,ENSGALG00000040780,UBAP2,ubiquitin associated protein 2 [Source:NCBI gene;Acc:407091],958.212235782027,-1.54721733789973,0.00314702820091,2.5020993653026293
25472,ENSGALG00000006882,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:NCBI gene;Acc:414336]",113.32249114111,-1.52380502080222,0.0031716368566711,2.4987165439812538
25682,ENSGALG00000016261,CYBB,cytochrome b-245 beta chain [Source:NCBI gene;Acc:418581],340.43151425525,-1.28249551384133,0.003346730260137,2.4753792895110047
26043,ENSGALG00000011106,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2 [Source:NCBI gene;Acc:421540],394.966853397658,1.18931806552972,0.0035520781103211,2.4495174926376797
26247,ENSGALG00000015970,COL9A1,collagen type IX alpha 1 chain [Source:NCBI gene;Acc:771873],1315.05342519067,1.56963266439898,0.0035520781103211,2.4495174926376797
26292,ENSGALG00000004623,AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539],5798.74205487385,-1.45685083376293,0.0035520781103211,2.4495174926376797
26412,ENSGALG00000009239,TLR2B,toll-like receptor 2 family member B [Source:NCBI gene;Acc:769014],133.834670514999,-1.4348754636311,0.0036662746819955,2.4357750002559557
26508,ENSGALG00000012290,SOX10,SRY-box 10 [Source:NCBI gene;Acc:395573],4029.80908218784,1.47549030124025,0.0036731624778198,2.434959860748115
27444,ENSGALG00000014645,MEF2C,myocyte enhancer factor 2C [Source:NCBI gene;Acc:769007],782.386244424853,2.36993269433448,0.0036808890792954,2.434047269479643
32007,ENSGALG00000052760,ATOH7,atonal bHLH transcription factor 7 [Source:NCBI gene;Acc:395388],56.3134328637953,2.39384302926155,0.0036903909417975,2.4329276243905196
32150,ENSGALG00000039935,PDE1C,phosphodiesterase 1C [Source:NCBI gene;Acc:420752],121.972358648202,1.80935120987434,0.0037527730940336,2.425647693777224
32226,ENSGALG00000012964,ANKH,ANKH inorganic pyrophosphate transport regulator [Source:NCBI gene;Acc:420917],222.088632432185,1.24305705927128,0.0039275947352656,2.405873330792917
32306,ENSGALG00000036969,KLHL14,kelch like family member 14 [Source:NCBI gene;Acc:421100],253.971782168067,1.26256106203471,0.0039275947352656,2.405873330792917
32362,ENSGALG00000008302,CIB4,calcium and integrin binding family member 4 [Source:NCBI gene;Acc:770162],1486.08556699734,-0.953229173745288,0.0042546262255632,2.37113858723757
34722,ENSGALG00000020575,ERMN,ermin [Source:NCBI gene;Acc:771826],57.6632236187043,1.72892290670747,0.0042988465815197,2.366648053833525
34854,ENSGALG00000006138,HELZ2,helicase with zinc finger 2 [Source:NCBI gene;Acc:419265],208.086450620904,-1.52213453809855,0.0044280251717201,2.353789918979388
34964,ENSGALG00000027213,ALX1,ALX homeobox 1 [Source:NCBI gene;Acc:427871],515.269766831868,-1.08702495098513,0.0045673290607794,2.3403376978012513
35464,ENSGALG00000008999,AFAP1L2,actin filament associated protein 1 like 2 [Source:NCBI gene;Acc:423908],90.6506974454853,-1.9555755566525,0.0047079910044572,2.3271643756328366
35704,ENSGALG00000026674,CIB2,calcium and integrin binding family member 2 [Source:NCBI gene;Acc:415363],436.570241375633,1.05099662061057,0.0047290309365953,2.325227844887369
35920,ENSGALG00000003456,CA12,carbonic anhydrase 12 [Source:NCBI gene;Acc:415370],181.045056452441,1.69112132601425,0.0047290309365953,2.325227844887369
35956,ENSGALG00000041353,TP53INP1,tumor protein p53 inducible nuclear protein 1 [Source:NCBI gene;Acc:420232],2712.95765324024,-0.818760193322955,0.0047839505582587,2.3202133173947246
36435,ENSGALG00000026594,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:NCBI gene;Acc:428621],13.3958044648526,-4.27355678340455,0.0048228185059504,2.3166990812975548
36498,ENSGALG00000007945,CRYAB,crystallin alpha B [Source:NCBI gene;Acc:396089],474.672824085954,1.45919387547217,0.00496006105589,2.3045129775273603
37224,ENSGALG00000011016,PGM1,phosphoglucomutase 1 [Source:NCBI gene;Acc:424691],1083.34235969278,-0.762715998970814,0.0051639433155086,2.2870185336203614
37266,ENSGALG00000006252,LMO4,LIM domain only 4 [Source:NCBI gene;Acc:373901],1886.56542048642,1.31858071511318,0.0052055950924774,2.2835296157007776
37608,ENSGALG00000009495,FGFR2,fibroblast growth factor receptor 2 [Source:NCBI gene;Acc:396259],2121.33267755816,-0.980235341100555,0.0053433637082363,2.272185263566656
38288,ENSGALG00000036728,PRDM16,PR/SET domain 16 [Source:NCBI gene;Acc:419388],96.2583277828849,2.23817906148737,0.0053433637082363,2.272185263566656
38888,ENSGALG00000030303,PPP1R3B,protein phosphatase 1 regulatory subunit 3B [Source:NCBI gene;Acc:422630],357.820452404393,-1.47536976457036,0.0055321424465916,2.2571066458128666
38972,ENSGALG00000040342,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:NCBI gene;Acc:418479],146.045088884184,1.27714498034964,0.0055962408241732,2.252103604695023
39257,ENSGALG00000042193,AvBD5,avian beta-defensin 5 [Source:NCBI gene;Acc:414340],32.5632894155055,3.24166978107701,0.0055962408241732,2.252103604695023
39329,ENSGALG00000001933,CORO2A,coronin 2A [Source:NCBI gene;Acc:427373],54.5582626994846,-3.51173381798475,0.0056673710807064,2.246618350261811
39341,ENSGALG00000035824,ARSA,arylsulfatase A [Source:NCBI gene;Acc:426863],172.585147512342,-1.18291810165681,0.0058739585401203,2.2310691231623023
39371,ENSGALG00000039311,SMAGP,small cell adhesion glycoprotein [Source:NCBI gene;Acc:107055421],145.589330658343,-1.46504857730114,0.0058739585401203,2.2310691231623023
39401,ENSGALG00000009803,MGST2,microsomal glutathione S-transferase 2 [Source:NCBI gene;Acc:770916],46.2658356082426,1.82334161922792,0.006259077550503,2.2034896674678137
39819,ENSGALG00000002804,RND2,Rho family GTPase 2 [Source:NCBI gene;Acc:428307],212.389083293428,-1.26165143023641,0.0064098412401914,2.1931527270120217
40180,ENSGALG00000005974,COL6A1,collagen type VI alpha 1 chain [Source:NCBI gene;Acc:396000],54.0930493423017,-1.76360265316265,0.0067586030948675,2.1701430571473024
40268,ENSGALG00000009047,YPEL5,yippee like 5 [Source:NCBI gene;Acc:421299],2991.09079856073,-0.689474218594799,0.0067605479382063,2.170018103334157
40278,ENSGALG00000043035,SHISA2,shisa family member 2 [Source:NCBI gene;Acc:395162],5286.83987965876,-0.975482139094898,0.0071407813839707,2.146254262708528
40318,ENSGALG00000013929,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide [Source:NCBI gene;Acc:395509]",1093.75109402375,1.10846607637381,0.0072431428834612,2.140072947508563
41822,ENSGALG00000005426,FREM1,FRAS1 related extracellular matrix 1 [Source:NCBI gene;Acc:427355],101.884121756602,2.1679030968275,0.0073046155339499,2.1364026374816474
41852,ENSGALG00000008293,SH3PXD2A,SH3 and PX domains 2A [Source:NCBI gene;Acc:423876],2209.91804782046,1.35187290958129,0.0076267869372022,2.11765838594246
42047,ENSGALG00000001645,KCNT1,potassium sodium-activated channel subfamily T member 1 [Source:NCBI gene;Acc:395248],27.0655303021218,-3.75253585052518,0.0077020844946164,2.113391721321653
42110,ENSGALG00000014933,HEXB,hexosaminidase subunit beta [Source:NCBI gene;Acc:427204],324.35373850865,1.26237571157521,0.0078110556743052,2.107290266693456
48428,ENSGALG00000008603,ITPKA,inositol-trisphosphate 3-kinase A [Source:NCBI gene;Acc:395694],460.429608774039,0.93411057816786,0.0078195226562633,2.106819757691847
48470,ENSGALG00000003329,GORAB,"golgin, RAB6 interacting [Source:NCBI gene;Acc:770613]",1313.15535439618,-0.822677199647779,0.0085171577080407,2.0697053110616648
48568,ENSGALG00000009405,GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],172.301049563795,1.28095660245366,0.0088590538145422,2.0526126601746406
48810,ENSGALG00000005318,OVCH2,ovochymase 1 [Source:NCBI gene;Acc:769290],97.459900704491,1.79803052656401,0.0089669470107184,2.0473553966535243
48825,ENSGALG00000007047,GAL,galanin and GMAP prepropeptide [Source:NCBI gene;Acc:423117],101.000466915679,1.33810840745035,0.0089669470107184,2.0473553966535243
49153,ENSGALG00000006600,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase [Source:NCBI gene;Acc:429136]",22.5331843347266,-5.38252291434166,0.0090274112976603,2.044436770209463
49195,ENSGALG00000033286,ARSJ,arylsulfatase family member J [Source:NCBI gene;Acc:101751638],82.2251441691212,-1.62173541455662,0.0090645397017709,2.042654244525609
49220,ENSGALG00000020554,ADAMTSL1,ADAMTS like 1 [Source:NCBI gene;Acc:431603],100.271801305553,2.37653605118261,0.0091508089348425,2.0385405124461604
49286,ENSGALG00000027207,PERP2,"PERP2, TP53 apoptosis effector [Source:NCBI gene;Acc:421682]",432.95292010377,-1.13612220607386,0.0101319602054461,1.9943065246245915
49289,ENSGALG00000042840,OSGIN2,oxidative stress induced growth inhibitor family member 2 [Source:NCBI gene;Acc:420217],490.139680066551,1.02793142892247,0.010150511115796,1.993512088865931
49301,ENSGALG00000015898,MYO6,myosin VI [Source:NCBI gene;Acc:395487],393.580983492659,1.00728398338358,0.0101512218968277,1.9934816788236118
49763,ENSGALG00000005147,AMY1A,"amylase, alpha 1A; hepatic [Source:NCBI gene;Acc:414139]",858.805628014127,-1.02699669851565,0.0104023899358723,1.9828668706319816
49843,ENSGALG00000009641,COL1A2,collagen type I alpha 2 chain [Source:NCBI gene;Acc:396243],4123.04793757782,-1.2935041389995,0.0105317487834294,1.9774995087827927
50283,ENSGALG00000002742,TMEM132B,transmembrane protein 132B [Source:NCBI gene;Acc:416810],386.987012000807,-1.01680672777973,0.0105317487834294,1.9774995087827927
50285,ENSGALG00000004907,KCTD15,potassium channel tetramerization domain containing 15 [Source:NCBI gene;Acc:415779],1767.82262410995,-0.707263613662481,0.0105447029021013,1.9769656520359846
50297,ENSGALG00000028451,MT4,metallothionein 4 [Source:NCBI gene;Acc:396212],326.990185644136,-1.54360668688424,0.0112764318425516,1.947828300728245
50429,ENSGALG00000004631,DRAXIN,dorsal inhibitory axon guidance protein [Source:NCBI gene;Acc:419492],8659.53506583901,-1.00687292727563,0.0114166861758931,1.9424599367532198
50539,ENSGALG00000014923,ARHGEF28,Rho guanine nucleotide exchange factor 28 [Source:NCBI gene;Acc:427201],77.4898612642758,1.68577822048119,0.0114222070222411,1.9422499727124694
50554,ENSGALG00000011019,ROR1,receptor tyrosine kinase like orphan receptor 1 [Source:NCBI gene;Acc:395179],2951.87453385152,-0.658775560658486,0.0114222070222411,1.9422499727124694
50806,ENSGALG00000011241,RFTN1,"raftlin, lipid raft linker 1 [Source:NCBI gene;Acc:395109]",85.0600919033862,1.42440488558713,0.0114582856999047,1.9408803532903507
51228,ENSGALG00000034212,CFAP65,cilia and flagella associated protein 65 [Source:NCBI gene;Acc:424206],28.2905755158826,2.32931343760396,0.0118102968491689,1.9277391863546638
51408,ENSGALG00000014994,CRHBP,corticotropin releasing hormone binding protein [Source:NCBI gene;Acc:427214],1106.83508099803,-1.026130001238,0.0120070507739485,1.9205636528709589
51824,ENSGALG00000003733,LIFR,leukemia inhibitory factor receptor alpha [Source:NCBI gene;Acc:395262],358.943219108495,1.32402184075006,0.0120406340276235,1.9193506436887913
51950,ENSGALG00000002201,PPL,periplakin [Source:NCBI gene;Acc:408044],723.94903182628,-1.40215796946216,0.0120406340276235,1.9193506436887913
52025,ENSGALG00000010137,TTC6,tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739],55.4481659084788,-1.57746744596754,0.0121042590867727,1.9170617889875559
52026,ENSGALG00000005909,GATA2,GATA binding protein 2 [Source:NCBI gene;Acc:416018],682.61097878928,-1.30082183863782,0.0121042590867727,1.9170617889875559
53737,ENSGALG00000037587,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:NCBI gene;Acc:426928],144.936245238968,-2.00464256591952,0.0124738628598809,1.9039990349781992
