,Area,Mean,Image,Date,Treatment,Explant,FOV,Channel,ROI,ROI_ID
28,302.078,1672.368,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0004-0868-0247,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0004-0868-0247
29,280.381,2718.556,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0002-0855-0327,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0002-0855-0327
30,241.519,1344.235,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0760-0441,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0760-0441
31,273.825,2620.578,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0741-0473,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0741-0473
32,283.362,1483.856,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0881-0435,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0881-0435
33,280.262,906.449,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0559-0536,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0559-0536
34,237.228,992.376,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0467-0459,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0467-0459
35,251.413,1442.521,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0508-0488,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0508-0488
36,262.977,914.107,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0140-0217,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0140-0217
37,270.725,1328.637,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0080-0175,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0080-0175
38,245.691,2507.761,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity,20221001,H2BRFP,Explant1,FOV3,Ceramide,0003-0071-0128,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV3_Intensity_0003-0071-0128
41,424.506,2361.982,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0259-0490,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0259-0490
42,355.841,2068.075,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0475-0413,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0475-0413
43,240.685,1937.282,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0477-0466,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0477-0466
44,329.615,1916.152,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0423-0410,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0423-0410
45,219.465,1664.732,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0341-0842,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0341-0842
46,330.33,1387.293,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0496-0850,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0496-0850
47,227.452,1671.806,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0825-0825,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0825-0825
48,388.147,414.786,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0776-0817,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0776-0817
49,178.934,1117.899,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0760-0627,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0760-0627
50,328.781,1462.206,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0646-0219,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0646-0219
51,508.43,2034.189,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0724-0197,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0724-0197
52,275.494,1101.695,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0680-0259,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0680-0259
53,234.843,814.405,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0724-0381,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0724-0381
54,224.353,1844.023,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0641-0476,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0641-0476
55,360.729,744.913,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0807-0338,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0807-0338
56,230.194,836.058,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0790-0564,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0790-0564
57,526.431,742.01,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0980-0358,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0980-0358
58,435.831,773.712,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0922-0332,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0922-0332
59,602.844,1110.892,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity,20221001,nSMase2FLAG,Explant2,FOV2,Ceramide,0004-0952-0157,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV2_Intensity_0004-0952-0157
47,891.809,1272.384,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0496-0202,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0496-0202
48,465.514,1995.845,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0535-0374,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0535-0374
49,330.211,747.205,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0075-0419,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0075-0419
50,264.765,1346.909,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0217-0417,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0217-0417
51,755.552,1119.914,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0216-0505,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0216-0505
52,293.614,1031.501,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0212-0351,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0212-0351
53,327.35,1070.075,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0273-0368,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0273-0368
54,344.755,1009.495,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0311-0397,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0311-0397
55,725.273,2144.727,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0352-0513,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0352-0513
56,481.846,1540.937,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0300-0548,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0300-0548
57,345.828,1214.43,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0141-0635,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0141-0635
58,672.463,1486.174,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0229-0848,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0229-0848
59,630.381,901.227,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0423-0075,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0423-0075
60,385.167,909.819,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0432-0120,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0432-0120
61,458.123,1420.097,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0458-0150,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0458-0150
62,650.766,1173.458,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0354-0148,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0354-0148
63,354.172,2762.257,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0537-0467,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0537-0467
64,505.45,3231.249,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0556-0742,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0556-0742
65,320.794,3306.095,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0571-0636,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0571-0636
66,659.349,1256.159,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0321-0918,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0321-0918
67,340.582,1081.95,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0131-0928,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0131-0928
68,423.91,1399.784,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant2,FOV4,Ceramide,0004-0147-0962,20221001_H2BRFP_Explant2_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0147-0962
41,367.405,1502.408,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0678-0137,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0678-0137
42,231.386,2048.833,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0671-0273,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0671-0273
43,215.293,1443.138,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0620-0282,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0620-0282
44,532.153,2327.962,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0415-0276,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0415-0276
45,182.629,1641.679,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0433-0315,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0433-0315
46,375.63,5398.538,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0203-0378,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0203-0378
47,233.532,3560.662,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0147-0373,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0147-0373
48,360.729,3010.763,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0135-0286,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0135-0286
49,591.758,2209.298,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0369-0662,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0369-0662
50,353.815,3563.296,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0317-0592,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0317-0592
51,306.965,4184.305,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0443-0545,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0443-0545
52,417.95,1799.81,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0422-0855,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0422-0855
53,398.638,2739.189,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0508-0533,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0508-0533
54,262.381,2753.063,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0474-0593,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0474-0593
55,410.797,3560.704,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0772-0594,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0772-0594
56,324.847,2628.767,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0745-0699,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0745-0699
57,398.042,2813.036,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0699-0734,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0699-0734
58,470.283,2516.053,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0995-0756,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0995-0756
59,250.579,1957.235,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant1,FOV1,Ceramide,0004-0744-0422,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0744-0422
79,284.435,1487.726,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0096-0075,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0096-0075
80,219.108,1841.313,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0132-0439,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0132-0439
81,258.089,2678.182,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0099-0450,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0099-0450
82,276.924,1325.943,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0157-0406,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0157-0406
83,356.199,1321.462,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0093-0372,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0093-0372
84,215.531,1886.977,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0125-0337,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0125-0337
85,209.928,2301.342,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0143-0600,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0143-0600
86,211.121,3017.781,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0170-0593,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0170-0593
87,472.309,2058.55,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0263-0561,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0263-0561
88,260.354,1042.329,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0293-0627,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0293-0627
